Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
4139,"Im a 34B and I currently own 3 of the Nike Sports Bras in the size small. Other reviewers thought it ran small but I found that it fit just as expected. It is tight, but not too clingy and is great for running.",Im a 34B and I currently own 3 of the Nike Sports Bras in the size small.,0,1,0,0,0,0,0,0
4140,,Other reviewers thought it ran small but I found that it fit just as expected.,1,1,0,0,0,0,0,0
4141,,"It is tight, but not too clingy and is great for running.",1,0,0,0,0,0,0,0
4142,"I am reasonably happy with the purple shirt I got. Im glad I always wash new clothes before wearing and that I chose to handwash this one, because it bled a lot of dye. It took several rinses to stop ""bleeding."" Its not really tagless, even though the info at the collar is stamped rather than on a tag. The collar stamp has just the company and size. The care instructions and fiber information (100% cotton in this case) is on a stiff plastic-like tag which is sewn to the bottom hem instead of the collar. I am trying to figure out if cutting it off will just leave an even more annoying ""stump.""",I am reasonably happy with the purple shirt I got.,0,0,0,0,0,0,1,0
4143,,"Im glad I always wash new clothes before wearing and that I chose to handwash this one, because it bled a lot of dye.",0,0,0,0,0,0,0,1
4144,,It took several rinses to stop  bleeding. ,0,0,0,0,0,0,0,1
4145,,"Its not really tagless, even though the info at the collar is stamped rather than on a tag.",0,0,0,0,0,0,0,1
4146,,The collar stamp has just the company and size.,0,1,0,0,0,0,0,0
4147,,The care instructions and fiber information  100  cotton in this case  is on a stiff plastic like tag which is sewn to the bottom hem instead of the collar.,0,0,1,0,0,0,0,0
4148,,I am trying to figure out if cutting it off will just leave an even more annoying  stump. ,0,0,0,0,0,0,0,1
4149,Got this for my husband this past Christmas. One thing though is it is very thin material which you cannot tell this by the info given. It is still a great shirt tho.,Got this for my husband this past Christmas.,0,0,0,0,0,0,0,1
4150,,One thing though is it is very thin material which you cannot tell this by the info given.,0,0,1,0,0,0,0,0
4151,,It is still a great shirt tho.,0,0,0,0,0,0,0,1
4152,"I normally wear size 11 but purchased size 12 just to be on the safe side and still, the sandals were too small across my feet. I tried to send them back, but it cost over $13 (paid approx. $27 for sandals) for shipping, because the seller wouldnt cover the cost, so I decided it doesnt worth it. So here I am, stuck with a pair of sandals I will never wear.","I normally wear size 11 but purchased size 12 just to be on the safe side and still, the sandals were too small across my feet.",1,1,0,0,0,0,0,0
4153,,"I tried to send them back, but it cost over $13  paid approx.",0,0,0,0,0,1,0,0
4154,,"$27 for sandals  for shipping, because the seller wouldnt cover the cost, so I decided it doesnt worth it.",0,0,0,0,0,1,0,0
4155,,"So here I am, stuck with a pair of sandals I will never wear.",0,0,0,0,0,0,0,1
4156,"Shorts are great, disappointed that they did not have pockets. Will pay closer attention next time.","Shorts are great, disappointed that they did not have pockets.",0,0,0,0,0,0,0,1
4157,,Will pay closer attention next time.,0,0,0,0,0,0,0,1
4158,"this hoodie vneck t-shirt exceeded my expectations for the price.
It is really nice fabric that is soft, form fitting (but not too tight) and stitching looks well done.
Im always worried about sleeve length and this was a great fit for me, not too long or too short.
I really like that this is a very versatile piece of clothing that can we worn while exercising, out for an informal evening... or around the house as a PJ top. In fact, I fell sleep with this hoodie on and it was super comfy.

To sum things up... this is a great long sleeve hoddie T-shirt, and I would highly recommend it!!!",this hoodie vneck t shirt exceeded my expectations for the price.,0,0,0,0,0,1,0,0
4159,,"It is really nice fabric that is soft, form fitting  but not too tight  and stitching looks well done.",1,0,1,0,1,0,0,0
4160,,"Im always worried about sleeve length and this was a great fit for me, not too long or too short.",1,0,0,0,0,0,0,0
4161,,"I really like that this is a very versatile piece of clothing that can we worn while exercising, out for an informal evening... or around the house as a PJ top.",0,0,1,0,0,0,0,0
4162,,"In fact, I fell sleep with this hoodie on and it was super comfy.",0,0,0,1,0,0,0,0
4163,,"To sum things up... this is a great long sleeve hoddie T shirt, and I would highly recommend it  ",0,0,0,0,0,0,0,1
4164,better than a t shirt made of 100% polyster.,better than a t shirt made of 100  polyster.,0,0,1,0,0,0,0,0
4165,"New favorite pair of sweatpants. Extremely comfortable. Tight around the ankle and calf and loose around thighs. Feel like I can run in these if I ever want to, or lounge around the house. I heard they tend to run a little bit small, so went with an XL and they fit fine. Great all around pair of sweatpants. Will be looking to get more if they ever go on sale. Do i love them? absolutely, overpriced? probably. :)

Edit: These do not completely cover the ankle area, so during a cool breeze ankles will get cold... dog will lick ankle ect. Probably expose about 1"" of skin or so.",New favorite pair of sweatpants.,0,0,0,0,0,0,0,1
4166,,Extremely comfortable.,0,0,0,1,0,0,0,0
4167,,Tight around the ankle and calf and loose around thighs.,1,0,0,0,0,0,0,0
4168,,"Feel like I can run in these if I ever want to, or lounge around the house.",0,0,0,0,0,0,0,1
4169,,"I heard they tend to run a little bit small, so went with an XL and they fit fine.",1,1,0,0,0,0,0,0
4170,,Great all around pair of sweatpants.,0,0,0,0,0,0,0,1
4171,,Will be looking to get more if they ever go on sale.,0,0,0,0,0,0,0,1
4172,,Do i love them ,0,0,0,0,0,0,0,1
4173,,"absolutely, overpriced ",0,0,0,0,0,1,0,0
4174,,probably.,0,0,0,0,0,0,0,1
4175,,"    Edit  These do not completely cover the ankle area, so during a cool breeze ankles will get cold... dog will lick ankle ect.",1,0,0,0,0,0,0,0
4176,,Probably expose about 1  of skin or so.,0,0,0,0,0,0,0,1
4177,"Definitely very thin material, but it is quality.","Definitely very thin material, but it is quality.",0,0,1,0,1,0,0,0
4178,My son loves it,My son loves it,0,0,0,0,0,0,0,1
4179,love it!!! very well satisfied!!,love it   ,0,0,0,0,0,0,0,1
4180,,very well satisfied ,0,0,0,0,0,0,0,1
4181,"My husband night this for a basketball work league. He said it fits slightly large, but comfy",My husband night this for a basketball work league.,0,0,0,0,0,0,0,1
4182,,"He said it fits slightly large, but comfy",1,0,0,1,0,0,0,0
4183,PERFECT FIT,PERFECT FIT,1,0,0,0,0,0,0,0
4184,This shirt will get you hella chicks,This shirt will get you hella chicks,0,0,0,0,0,0,0,1
4185,fits very well and is comfortable,fits very well and is comfortable,1,0,0,1,0,0,0,0
4186,Very great shirts love them.,Very great shirts love them.,0,0,0,0,0,0,0,1
4187,Order a size bigger...,Order a size bigger...,0,1,0,0,0,0,0,0
4188,The fit on these is terrific - exactly what I wanted. I got the heather charcoal and they are a nice color but a bit shiny. Still Ill wear them and the high waist helps to hold things together without being uncomfortable.,The fit on these is terrific   exactly what I wanted.,1,0,0,0,0,0,0,0
4189,,I got the heather charcoal and they are a nice color but a bit shiny.,0,0,0,0,0,0,1,0
4190,,Still Ill wear them and the high waist helps to hold things together without being uncomfortable.,1,0,0,1,0,0,0,0
4192,Fit as expected. Same quality and style as advertised.,Fit as expected.,1,0,0,0,0,0,0,0
4193,,Same quality and style as advertised.,0,0,0,0,1,0,0,0
4194,"I got them just to wear around the house, hopefully they will break in. I should have ordered them a 1/2 size larger. They are very tight.","I got them just to wear around the house, hopefully they will break in.",0,0,0,0,0,0,0,1
4195,,I should have ordered them a 1 2 size larger.,0,1,0,0,0,0,0,0
4196,,They are very tight.,1,0,0,0,0,0,0,0
4197,These are my favorite! Ill be buying a second pair ASAP. These are squat proof and look amazing!,These are my favorite ,0,0,0,0,0,0,0,1
4198,,Ill be buying a second pair ASAP.,0,0,0,0,0,0,0,1
4199,,These are squat proof and look amazing ,0,0,0,0,1,0,0,0
4200,Fit nice and looks nice,Fit nice and looks nice,1,0,0,0,0,0,0,0
4201,"The size chart of this product is wrong, because I am US size 8, and for this product the size 8 is a XL size, but XL size is too large.","The size chart of this product is wrong, because I am US size 8, and for this product the size 8 is a XL size, but XL size is too large.",0,1,0,0,0,0,0,0
4202,Lightweight. Perfect for golf or on a chilly day,Lightweight.,0,0,1,0,0,0,0,0
4203,,Perfect for golf or on a chilly day,0,0,0,0,0,0,0,1
4204,Loved all our items,Loved all our items,0,0,0,0,0,0,0,1
4205,"I purchased these pants based on the other reviews and was surprised to find out that for those of us who are short waisted these pants will not work! I was super excited about the pouch for my phone because I hate having it on my arm while running. However, the pants come up really high to accommodate for the pouch, which put the top of the pouch just below my ribs! I am 58"" but am all leg, there is only about 1 inch between the top of my hip bone and my lowest rib. I couldnt bend over because my phone was in the way, also it looked really really awful with my phone sticking out from my belly! If I needed to get to my phone while running I had to lift my shirt up almost all the way and then fiddle around to get my phone. I returned them. :(",I purchased these pants based on the other reviews and was surprised to find out that for those of us who are short waisted these pants will not work ,0,0,0,0,0,0,0,1
4206,,I was super excited about the pouch for my phone because I hate having it on my arm while running.,0,0,0,0,0,0,0,1
4207,,"However, the pants come up really high to accommodate for the pouch, which put the top of the pouch just below my ribs ",0,0,0,0,0,0,0,1
4208,,"I am 58  but am all leg, there is only about 1 inch between the top of my hip bone and my lowest rib.",0,0,0,0,0,0,0,1
4209,,"I couldnt bend over because my phone was in the way, also it looked really really awful with my phone sticking out from my belly ",0,0,0,0,0,0,0,1
4210,,If I needed to get to my phone while running I had to lift my shirt up almost all the way and then fiddle around to get my phone.,0,0,0,0,0,0,0,1
4211,,I returned them.,0,0,0,0,0,0,0,1
4212,"These are good looking socks, although Ive noticed a few loose trends this are still warm and appealing.","These are good looking socks, although Ive noticed a few loose trends this are still warm and appealing.",0,0,0,0,0,0,0,1
4213,"Actually, Im writing this review a wee bit early. I had intended to wait to wear the tees a couple of months. But Amazon nudged me for a review so Ill tell you what I know so far. Ive worn these tees a week now and no complaints. They were a wee bit larger than I expected although that may be saying that other tees are generally smaller than expected. The quality seems good, and I really dont know why I wont be able to wear these shirts a couple fo years or more. What I dont know is whether they will develop ""bacon neck"" as the Hanes commercial puts it. But, Ill keep a good thought about that and will let you know, unless I forget or have something more important on my mind.","Actually, Im writing this review a wee bit early.",0,0,0,0,0,0,0,1
4214,,I had intended to wait to wear the tees a couple of months.,0,0,0,0,0,0,0,1
4215,,But Amazon nudged me for a review so Ill tell you what I know so far.,0,0,0,0,0,0,0,1
4216,,Ive worn these tees a week now and no complaints.,0,0,0,0,0,0,0,1
4217,,They were a wee bit larger than I expected although that may be saying that other tees are generally smaller than expected.,1,0,0,0,0,0,0,0
4218,,"The quality seems good, and I really dont know why I wont be able to wear these shirts a couple fo years or more.",0,0,0,0,1,0,0,0
4219,,What I dont know is whether they will develop  bacon neck  as the Hanes commercial puts it.,0,0,0,0,0,0,0,1
4220,,"But, Ill keep a good thought about that and will let you know, unless I forget or have something more important on my mind.",0,0,0,0,0,0,0,1
4221,my 2nd pair of Bruins Hyperfeel-great fit! Great comfort! Love them!,my 2nd pair of Bruins Hyperfeel great fit ,1,0,0,0,0,0,0,0
4222,,Great comfort ,0,0,0,1,0,0,0,0
4223,,Love them ,0,0,0,0,0,0,0,1
4224,My boy loves it,My boy loves it,0,0,0,0,0,0,0,1
4225,I love these leggings. I have two already and plan on getting more. Super comfortable and length is perfect for short girls like me! IÃ¢â‚¬â„¢m 5Ã¢â‚¬â„¢ 2Ã¢â‚¬Â. They come up as ankle length for me which is what I like.,I love these leggings.,0,0,0,0,0,0,0,1
4226,,I have two already and plan on getting more.,0,0,0,0,0,0,0,1
4227,,Super comfortable and length is perfect for short girls like me ,1,0,0,1,0,0,0,0
4228,,I   m 5    2   .,0,0,0,0,0,0,0,1
4229,,They come up as ankle length for me which is what I like.,1,0,0,0,0,0,0,0
4230,"Great looking, plenty of toe room but runs very small.","Great looking, plenty of toe room but runs very small.",1,0,0,0,0,0,0,0
4231,Holy crap! I just received these and theyre the nicest leggings Ive ever owned! About to order like 40 more pairs!,Holy crap ,0,0,0,0,0,0,0,1
4232,,I just received these and theyre the nicest leggings Ive ever owned ,0,0,0,0,0,0,0,1
